payment_intent_id,event_id,ticket_type,gross_amount,fee_amount,tax_amount,discount_amount,net_amount,currency,status,is_refund,refers_payment_intent_id,created_ts
pi_603714146,1121,VIP,61.63,2.46,3.08,0.0,59.17,CAD,captured,0,,2025-05-15T06:08:00
pi_583558478,1121,VIP,63.21,2.51,3.16,0.0,60.7,CAD,captured,0,,2025-05-12T21:13:00
pi_359630462,1121,General,26.42,1.22,1.32,0.0,25.2,CAD,captured,0,,2025-05-09T19:36:00
pi_410370567,1121,VIP,58.77,2.36,2.94,0.0,56.41,CAD,captured,0,,2025-05-15T08:11:00
pi_917185385,1121,Senior,17.14,0.9,0.86,0.0,16.24,CAD,captured,0,,2025-05-21T01:42:00
pi_411180059,1121,Senior,19.94,1.0,1.0,0.0,18.94,CAD,captured,0,,2025-05-07T08:19:00
pi_441155325,1121,VIP,61.24,2.44,3.06,0.0,58.8,CAD,captured,0,,2025-05-15T11:43:00
pi_781748672,1121,General,25.31,1.19,1.27,0.0,24.12,CAD,captured,0,,2025-05-22T21:43:00
pi_999422915,1121,General,23.48,1.12,1.17,0.0,22.36,CAD,captured,0,,2025-05-14T23:18:00
pi_954596403,1121,Senior,0.0,0.0,0.0,0.0,-18.03,CAD,refunded,1,pi_615109645,2025-05-08T17:45:00
pi_939001520,1121,Student,18.29,0.94,0.91,0.0,17.35,CAD,captured,0,,2025-05-17T00:50:00
pi_882433480,1121,General,26.02,1.21,1.3,3.9,20.91,CAD,captured,0,,2025-05-22T01:58:00
pi_961208451,1121,General,20.09,1.0,1.0,0.0,19.09,CAD,captured,0,,2025-05-08T02:39:00
pi_285925174,1121,Student,13.96,0.79,0.7,0.0,13.17,CAD,captured,0,,2025-05-18T19:12:00
pi_354075931,1121,Student,18.41,0.94,0.92,0.0,17.47,CAD,captured,0,,2025-05-23T05:06:00
pi_662435132,1121,Student,16.36,0.87,0.82,0.0,15.49,CAD,captured,0,,2025-05-22T17:55:00
pi_758711153,1121,VIP,59.8,2.39,2.99,8.97,48.44,CAD,captured,0,,2025-05-04T18:44:00
pi_341519139,1121,Senior,18.82,0.96,0.94,0.0,17.86,CAD,captured,0,,2025-05-09T20:29:00
pi_847684420,1121,Student,14.01,0.79,0.7,0.0,13.22,CAD,captured,0,,2025-05-17T02:27:00
pi_568023280,1121,Student,12.54,0.74,0.63,0.0,11.8,CAD,captured,0,,2025-05-14T13:30:00
pi_953853704,1121,Senior,14.54,0.81,0.73,0.0,13.73,CAD,captured,0,,2025-05-09T00:07:00
pi_404790455,1121,General,26.18,1.22,1.31,0.0,24.96,CAD,captured,0,,2025-05-06T00:56:00
pi_579003049,1121,VIP,56.45,2.28,2.82,0.0,54.17,CAD,captured,0,,2025-05-10T03:59:00
pi_508204118,1121,Student,13.87,0.79,0.69,0.0,13.08,CAD,captured,0,,2025-05-09T14:55:00
pi_642565047,1121,VIP,59.91,2.4,3.0,0.0,57.51,CAD,captured,0,,2025-05-14T20:53:00
pi_925247804,1121,VIP,61.72,2.46,3.09,0.0,59.26,CAD,captured,0,,2025-05-12T17:09:00
pi_329205419,1121,Student,11.87,0.72,0.59,0.0,11.15,CAD,captured,0,,2025-05-06T07:28:00
pi_135189298,1121,Student,15.29,0.84,0.76,2.29,12.16,CAD,captured,0,,2025-05-11T05:30:00
pi_494342978,1121,Senior,16.79,0.89,0.84,0.0,15.9,CAD,captured,0,,2025-05-10T00:29:00
pi_406137366,1121,Senior,23.56,1.12,1.18,0.0,22.44,CAD,captured,0,,2025-05-12T07:34:00
pi_494777521,1121,Student,13.71,0.78,0.69,0.0,12.93,CAD,captured,0,,2025-05-17T05:52:00
pi_405484457,1121,General,25.92,1.21,1.3,0.0,24.71,CAD,captured,0,,2025-05-05T03:26:00
pi_970320518,1121,Senior,0.0,0.0,0.0,0.0,-16.46,CAD,refunded,1,pi_443931782,2025-05-11T07:21:00
pi_684014544,1121,Student,11.19,0.69,0.56,0.0,10.5,CAD,captured,0,,2025-05-13T02:22:00
pi_534121468,1121,VIP,59.66,2.39,2.98,8.95,48.32,CAD,captured,0,,2025-05-06T18:58:00
pi_578911431,1121,Student,16.16,0.87,0.81,0.0,15.29,CAD,captured,0,,2025-05-16T22:46:00
pi_513631447,1121,General,25.56,1.19,1.28,0.0,24.37,CAD,captured,0,,2025-05-14T13:09:00
pi_881634757,1121,Senior,20.13,1.0,1.01,0.0,19.13,CAD,captured,0,,2025-05-09T09:38:00
pi_249127032,1121,Student,13.5,0.77,0.68,0.0,12.73,CAD,captured,0,,2025-05-21T17:23:00
pi_286970160,1121,VIP,62.16,2.48,3.11,0.0,59.68,CAD,captured,0,,2025-05-08T07:08:00
pi_516845528,1121,General,22.15,1.08,1.11,0.0,21.07,CAD,captured,0,,2025-05-14T01:00:00
pi_188110829,1121,Senior,19.35,0.98,0.97,2.9,15.47,CAD,captured,0,,2025-05-09T20:30:00
pi_348224081,1121,VIP,60.04,2.4,3.0,0.0,57.64,CAD,captured,0,,2025-05-17T06:29:00
pi_235693051,1121,Senior,18.57,0.95,0.93,0.0,17.62,CAD,captured,0,,2025-05-06T06:36:00
pi_569731862,1121,VIP,60.41,2.41,3.02,0.0,58.0,CAD,captured,0,,2025-05-09T02:16:00
pi_956273606,1121,VIP,60.47,2.42,3.02,0.0,58.05,CAD,captured,0,,2025-05-13T23:27:00
pi_754231025,1121,Senior,18.84,0.96,0.94,2.83,15.05,CAD,captured,0,,2025-05-15T21:12:00
pi_164526882,1121,General,25.1,1.18,1.26,0.0,23.92,CAD,captured,0,,2025-05-23T09:25:00
pi_218552822,1121,Senior,18.27,0.94,0.91,2.74,14.59,CAD,captured,0,,2025-05-20T22:58:00
pi_282667803,1121,Student,12.74,0.75,0.64,0.0,11.99,CAD,captured,0,,2025-05-07T08:36:00
pi_139980726,1121,Student,15.82,0.85,0.79,0.0,14.97,CAD,captured,0,,2025-05-14T07:18:00
pi_395002619,1121,Senior,11.71,0.71,0.59,0.0,11.0,CAD,captured,0,,2025-05-14T20:13:00
pi_457800731,1121,General,27.97,1.28,1.4,0.0,26.69,CAD,captured,0,,2025-05-11T23:40:00
pi_209995031,1121,General,24.14,1.14,1.21,3.62,19.38,CAD,captured,0,,2025-05-14T05:52:00
pi_905035926,1121,Student,12.74,0.75,0.64,0.0,11.99,CAD,captured,0,,2025-05-11T02:39:00
pi_353822022,1121,Student,16.51,0.88,0.83,0.0,15.63,CAD,captured,0,,2025-05-20T19:49:00
pi_592063557,1121,VIP,61.27,2.44,3.06,0.0,58.83,CAD,captured,0,,2025-05-11T11:42:00
pi_480843666,1121,Senior,14.7,0.81,0.74,0.0,13.89,CAD,captured,0,,2025-05-14T09:22:00
pi_221025064,1121,Senior,18.46,0.95,0.92,0.0,17.51,CAD,captured,0,,2025-05-14T09:26:00
pi_154297443,1121,VIP,59.91,2.4,3.0,8.99,48.52,CAD,captured,0,,2025-05-04T18:29:00
pi_724767732,1121,Student,14.55,0.81,0.73,0.0,13.74,CAD,captured,0,,2025-05-22T01:25:00
pi_451774126,1121,Student,13.37,0.77,0.67,0.0,12.6,CAD,captured,0,,2025-05-12T15:56:00
pi_978397185,1121,VIP,61.9,2.47,3.1,0.0,59.43,CAD,captured,0,,2025-05-05T09:41:00
pi_384350442,1121,VIP,58.24,2.34,2.91,0.0,55.9,CAD,captured,0,,2025-05-06T08:11:00
pi_963689396,1121,VIP,61.48,2.45,3.07,0.0,59.03,CAD,captured,0,,2025-05-11T04:44:00
pi_447920587,1121,General,0.0,0.0,0.0,0.0,-23.42,CAD,refunded,1,pi_440032224,2025-05-09T11:34:00
pi_789079970,1121,General,23.09,1.11,1.15,0.0,21.98,CAD,captured,0,,2025-05-16T00:22:00
pi_596312345,1121,Student,13.2,0.76,0.66,0.0,12.44,CAD,captured,0,,2025-05-04T20:49:00
pi_356340059,1121,Senior,17.82,0.92,0.89,0.0,16.9,CAD,captured,0,,2025-05-22T07:15:00
pi_107963237,1121,Senior,22.45,1.09,1.12,0.0,21.36,CAD,captured,0,,2025-05-04T19:49:00
pi_406414353,1121,General,26.4,1.22,1.32,0.0,25.18,CAD,captured,0,,2025-05-11T03:59:00
pi_803777083,1122,Student,15.83,0.85,0.79,0.0,14.98,CAD,captured,0,,2025-05-20T10:07:00
pi_231219882,1122,Student,17.34,0.91,0.87,2.6,13.83,CAD,captured,0,,2025-05-16T05:39:00
pi_604646936,1122,Student,15.75,0.85,0.79,0.0,14.9,CAD,captured,0,,2025-05-07T22:08:00
pi_356988958,1122,General,25.61,1.2,1.28,0.0,24.41,CAD,captured,0,,2025-05-17T22:45:00
pi_980556796,1122,General,0.0,0.0,0.0,0.0,-25.21,CAD,refunded,1,pi_662319151,2025-05-24T07:32:00
pi_981929199,1122,Senior,0.0,0.0,0.0,0.0,-15.88,CAD,refunded,1,pi_949789676,2025-05-13T07:40:00
pi_656924517,1122,Student,15.1,0.83,0.76,0.0,14.27,CAD,captured,0,,2025-05-15T03:14:00
pi_224773149,1122,VIP,62.75,2.5,3.14,0.0,60.25,CAD,captured,0,,2025-05-18T07:25:00
pi_993103853,1122,General,22.97,1.1,1.15,0.0,21.87,CAD,captured,0,,2025-05-13T20:40:00
pi_414587186,1122,Senior,0.0,0.0,0.0,0.0,-15.09,CAD,refunded,1,pi_276118566,2025-05-13T02:08:00
pi_199310258,1122,Student,17.83,0.92,0.89,0.0,16.91,CAD,captured,0,,2025-05-15T17:39:00
pi_712837888,1122,General,23.61,1.13,1.18,0.0,22.48,CAD,captured,0,,2025-05-13T00:52:00
pi_221012434,1122,Student,18.15,0.94,0.91,0.0,17.21,CAD,captured,0,,2025-05-13T07:41:00
pi_591996344,1122,Student,12.27,0.73,0.61,0.0,11.54,CAD,captured,0,,2025-05-10T16:17:00
pi_113205190,1122,Student,14.99,0.82,0.75,0.0,14.17,CAD,captured,0,,2025-05-09T03:05:00
pi_603173645,1122,Student,13.17,0.76,0.66,0.0,12.41,CAD,captured,0,,2025-05-23T02:25:00
pi_177839277,1122,Senior,17.03,0.9,0.85,0.0,16.13,CAD,captured,0,,2025-05-13T14:03:00
pi_490569885,1122,VIP,61.47,2.45,3.07,0.0,59.02,CAD,captured,0,,2025-05-18T20:36:00
pi_888673465,1122,General,25.12,1.18,1.26,0.0,23.94,CAD,captured,0,,2025-05-11T23:32:00
pi_692586459,1122,General,24.11,1.14,1.21,0.0,22.97,CAD,captured,0,,2025-05-23T19:55:00
pi_829847149,1122,Student,9.62,0.64,0.48,0.0,8.98,CAD,captured,0,,2025-05-07T13:01:00
pi_345810347,1122,Student,10.79,0.68,0.54,0.0,10.11,CAD,captured,0,,2025-05-16T13:09:00
pi_902918322,1122,Student,16.41,0.87,0.82,0.0,15.54,CAD,captured,0,,2025-05-08T05:27:00
pi_557679943,1122,Senior,0.0,0.0,0.0,0.0,-16.03,CAD,refunded,1,pi_639080867,2025-05-13T15:17:00
pi_414389917,1122,Student,16.12,0.86,0.81,2.42,12.84,CAD,captured,0,,2025-05-18T03:14:00
pi_611189328,1122,Senior,17.75,0.92,0.89,0.0,16.83,CAD,captured,0,,2025-05-13T11:51:00
pi_724928921,1122,General,24.39,1.15,1.22,0.0,23.24,CAD,captured,0,,2025-05-23T10:56:00
pi_624900468,1122,General,19.98,1.0,1.0,0.0,18.98,CAD,captured,0,,2025-05-14T15:55:00
pi_567874410,1122,Student,15.85,0.85,0.79,0.0,15.0,CAD,captured,0,,2025-05-16T02:31:00
pi_382755881,1122,Senior,17.84,0.92,0.89,2.68,14.24,CAD,captured,0,,2025-05-09T06:58:00
pi_690781970,1122,VIP,0.0,0.0,0.0,0.0,-59.46,CAD,refunded,1,pi_651486372,2025-05-20T00:53:00
pi_845722478,1122,General,28.35,1.29,1.42,0.0,27.06,CAD,captured,0,,2025-05-11T21:37:00
pi_947293053,1122,VIP,0.0,0.0,0.0,0.0,-55.18,CAD,refunded,1,pi_150860993,2025-05-09T15:18:00
pi_798581523,1122,General,24.33,1.15,1.22,0.0,23.18,CAD,captured,0,,2025-05-14T11:48:00
pi_592444647,1122,Senior,21.15,1.04,1.06,0.0,20.11,CAD,captured,0,,2025-05-17T05:07:00
pi_802789295,1122,Student,16.39,0.87,0.82,0.0,15.52,CAD,captured,0,,2025-05-15T20:49:00
pi_406696081,1122,Student,13.82,0.78,0.69,0.0,13.04,CAD,captured,0,,2025-05-21T01:32:00
pi_103248941,1122,Student,12.06,0.72,0.6,0.0,11.34,CAD,captured,0,,2025-05-13T03:26:00
pi_120974200,1122,Senior,17.24,0.9,0.86,0.0,16.34,CAD,captured,0,,2025-05-14T18:51:00
pi_378497170,1122,Student,11.44,0.7,0.57,0.0,10.74,CAD,captured,0,,2025-05-07T23:12:00
pi_473848719,1122,Senior,0.0,0.0,0.0,0.0,-15.11,CAD,refunded,1,pi_847213140,2025-05-21T05:39:00
pi_168141051,1122,General,27.41,1.26,1.37,0.0,26.15,CAD,captured,0,,2025-05-08T23:35:00
pi_617630225,1122,Student,14.28,0.8,0.71,0.0,13.48,CAD,captured,0,,2025-05-13T05:43:00
pi_983323601,1122,General,25.82,1.2,1.29,0.0,24.62,CAD,captured,0,,2025-05-14T03:20:00
pi_211943334,1122,VIP,56.53,2.28,2.83,0.0,54.25,CAD,captured,0,,2025-05-06T20:55:00
pi_625526853,1122,VIP,56.0,2.26,2.8,0.0,53.74,CAD,captured,0,,2025-05-12T01:53:00
pi_166811320,1122,VIP,62.85,2.5,3.14,0.0,60.35,CAD,captured,0,,2025-05-07T22:22:00
pi_124921083,1122,VIP,58.92,2.36,2.95,0.0,56.56,CAD,captured,0,,2025-05-14T19:10:00
pi_432214311,1122,Student,14.15,0.8,0.71,2.12,11.23,CAD,captured,0,,2025-05-22T17:05:00
pi_626838240,1122,Student,13.19,0.76,0.66,0.0,12.43,CAD,captured,0,,2025-05-22T04:56:00
pi_235530714,1122,Senior,20.73,1.03,1.04,0.0,19.7,CAD,captured,0,,2025-05-06T21:23:00
pi_516223310,1122,Student,15.36,0.84,0.77,0.0,14.52,CAD,captured,0,,2025-05-12T06:19:00
pi_256080009,1122,Student,11.22,0.69,0.56,0.0,10.53,CAD,captured,0,,2025-05-15T14:09:00
pi_682455262,1122,Student,12.18,0.73,0.61,0.0,11.45,CAD,captured,0,,2025-05-06T20:08:00
pi_142515399,1122,Student,16.71,0.88,0.84,2.51,13.32,CAD,captured,0,,2025-05-16T03:45:00
pi_177748424,1122,Senior,21.8,1.06,1.09,0.0,20.74,CAD,captured,0,,2025-05-22T04:49:00
pi_394259304,1122,Senior,19.57,0.98,0.98,0.0,18.59,CAD,captured,0,,2025-05-10T02:35:00
pi_494381525,1122,General,26.42,1.22,1.32,0.0,25.2,CAD,captured,0,,2025-05-10T12:01:00
pi_948907228,1122,General,25.77,1.2,1.29,0.0,24.57,CAD,captured,0,,2025-05-14T06:19:00
pi_493732339,1122,General,25.48,1.19,1.27,0.0,24.29,CAD,captured,0,,2025-05-18T18:20:00
pi_773023525,1122,Senior,17.3,0.91,0.86,0.0,16.39,CAD,captured,0,,2025-05-09T23:01:00
pi_454300840,1122,Senior,18.96,0.96,0.95,0.0,18.0,CAD,captured,0,,2025-05-06T00:27:00
pi_170130829,1122,General,25.06,1.18,1.25,0.0,23.88,CAD,captured,0,,2025-05-15T04:20:00
pi_968939613,1122,Senior,19.63,0.99,0.98,0.0,18.64,CAD,captured,0,,2025-05-16T16:06:00
pi_594776880,1122,Senior,19.68,0.99,0.98,0.0,18.69,CAD,captured,0,,2025-05-15T03:16:00
pi_371914843,1122,General,26.65,1.23,1.33,0.0,25.42,CAD,captured,0,,2025-05-10T03:36:00
pi_273860225,1122,Senior,16.41,0.87,0.82,0.0,15.54,CAD,captured,0,,2025-05-16T11:02:00
pi_989468465,1122,Student,12.95,0.75,0.65,0.0,12.2,CAD,captured,0,,2025-05-05T19:16:00
pi_178587414,1122,General,22.21,1.08,1.11,0.0,21.13,CAD,captured,0,,2025-05-12T16:32:00
pi_162124713,1122,VIP,61.7,2.46,3.09,0.0,59.24,CAD,captured,0,,2025-05-05T23:44:00
pi_496762240,1122,General,25.61,1.2,1.28,0.0,24.41,CAD,captured,0,,2025-05-17T10:01:00
pi_788707947,1122,General,27.71,1.27,1.39,0.0,26.44,CAD,captured,0,,2025-05-10T00:36:00
pi_111934699,1122,General,23.01,1.11,1.15,0.0,21.9,CAD,captured,0,,2025-05-11T14:33:00
pi_837139576,1122,Student,17.07,0.9,0.85,0.0,16.17,CAD,captured,0,,2025-05-10T18:25:00
pi_460204398,1122,Student,12.85,0.75,0.64,0.0,12.1,CAD,captured,0,,2025-05-12T09:56:00
pi_152640727,1122,VIP,58.85,2.36,2.94,8.83,47.66,CAD,captured,0,,2025-05-11T18:28:00
pi_255607381,1122,VIP,57.53,2.31,2.88,0.0,55.22,CAD,captured,0,,2025-05-09T00:36:00
pi_443994251,1122,General,24.92,1.17,1.25,0.0,23.75,CAD,captured,0,,2025-05-15T09:06:00
pi_642407504,1122,Student,15.54,0.84,0.78,0.0,14.7,CAD,captured,0,,2025-05-08T09:38:00
pi_931694428,1122,VIP,58.23,2.34,2.91,0.0,55.89,CAD,captured,0,,2025-05-16T23:30:00
pi_973994143,1122,General,28.64,1.3,1.43,0.0,27.34,CAD,captured,0,,2025-05-11T00:54:00
pi_972823231,1122,VIP,58.1,2.33,2.9,0.0,55.77,CAD,captured,0,,2025-05-15T14:32:00
pi_917089639,1122,VIP,61.92,2.47,3.1,0.0,59.45,CAD,captured,0,,2025-05-14T06:37:00
pi_415658270,1122,Senior,21.77,1.06,1.09,3.27,17.44,CAD,captured,0,,2025-05-22T17:16:00
pi_812225636,1122,General,25.15,1.18,1.26,0.0,23.97,CAD,captured,0,,2025-05-20T03:45:00
pi_358836946,1122,General,24.37,1.15,1.22,0.0,23.22,CAD,captured,0,,2025-05-15T08:26:00
pi_812635017,1122,Senior,16.19,0.87,0.81,0.0,15.32,CAD,captured,0,,2025-05-16T07:49:00
pi_321522314,1122,VIP,57.92,2.33,2.9,0.0,55.59,CAD,captured,0,,2025-05-15T01:22:00
pi_699904129,1122,General,24.43,1.16,1.22,0.0,23.27,CAD,captured,0,,2025-05-14T21:46:00
pi_596208677,1122,VIP,59.42,2.38,2.97,0.0,57.04,CAD,captured,0,,2025-05-10T22:15:00
pi_380482015,1122,General,27.29,1.26,1.36,0.0,26.03,CAD,captured,0,,2025-05-23T17:31:00
pi_638791253,1122,VIP,59.3,2.38,2.96,0.0,56.92,CAD,captured,0,,2025-05-19T14:32:00
pi_716811962,1122,Senior,17.21,0.9,0.86,2.58,13.73,CAD,captured,0,,2025-05-15T02:39:00
pi_361135323,1122,VIP,58.98,2.36,2.95,0.0,56.62,CAD,captured,0,,2025-05-10T01:44:00
pi_144537177,1122,Senior,20.01,1.0,1.0,0.0,19.01,CAD,captured,0,,2025-05-20T16:41:00
pi_607370994,1122,VIP,58.65,2.35,2.93,0.0,56.3,CAD,captured,0,,2025-05-21T06:22:00
pi_144154769,1122,General,21.83,1.06,1.09,0.0,20.77,CAD,captured,0,,2025-05-12T23:58:00
pi_709054761,1122,General,25.13,1.18,1.26,0.0,23.95,CAD,captured,0,,2025-05-12T18:30:00
pi_935879404,1122,VIP,63.77,2.53,3.19,0.0,61.24,CAD,captured,0,,2025-05-16T08:44:00
pi_897447331,1122,Senior,14.66,0.81,0.73,0.0,13.85,CAD,captured,0,,2025-05-06T03:25:00
pi_656257873,1122,General,23.28,1.11,1.16,0.0,22.17,CAD,captured,0,,2025-05-20T11:59:00
pi_133112200,1122,VIP,59.94,2.4,3.0,0.0,57.54,CAD,captured,0,,2025-05-06T13:27:00
pi_946502272,1122,VIP,57.23,2.3,2.86,0.0,54.93,CAD,captured,0,,2025-05-08T21:08:00
pi_541860539,1122,VIP,56.41,2.27,2.82,0.0,54.14,CAD,captured,0,,2025-05-11T16:53:00
pi_388272899,1122,Senior,14.98,0.82,0.75,0.0,14.16,CAD,captured,0,,2025-05-15T19:13:00
pi_805928821,1122,Senior,14.11,0.79,0.71,0.0,13.32,CAD,captured,0,,2025-05-19T14:30:00
pi_429790198,1122,Senior,0.0,0.0,0.0,0.0,-15.1,CAD,refunded,1,pi_977323932,2025-05-12T15:41:00
pi_477500076,1122,Student,16.44,0.88,0.82,0.0,15.56,CAD,captured,0,,2025-05-21T09:24:00
pi_838015328,1122,Senior,0.0,0.0,0.0,0.0,-19.14,CAD,refunded,1,pi_917636630,2025-05-16T03:53:00
pi_108670161,1122,General,23.83,1.13,1.19,0.0,22.7,CAD,captured,0,,2025-05-21T19:55:00
pi_654680558,1122,Student,15.22,0.83,0.76,0.0,14.39,CAD,captured,0,,2025-05-07T19:43:00
pi_303131673,1122,Senior,19.48,0.98,0.97,0.0,18.5,CAD,captured,0,,2025-05-09T16:50:00
pi_693868709,1122,Senior,17.86,0.93,0.89,0.0,16.93,CAD,captured,0,,2025-05-07T09:50:00
pi_105674894,1122,General,25.12,1.18,1.26,0.0,23.94,CAD,captured,0,,2025-05-12T05:32:00
pi_489512405,1122,Senior,16.78,0.89,0.84,0.0,15.89,CAD,captured,0,,2025-05-19T13:14:00
pi_215278632,1122,Senior,16.64,0.88,0.83,2.5,13.26,CAD,captured,0,,2025-05-21T08:55:00
pi_989828049,1122,General,23.84,1.13,1.19,0.0,22.71,CAD,captured,0,,2025-05-24T15:28:00
pi_435413806,1122,Senior,20.93,1.03,1.05,0.0,19.9,CAD,captured,0,,2025-05-13T14:42:00
pi_841441553,1122,General,27.1,1.25,1.36,0.0,25.85,CAD,captured,0,,2025-05-16T10:54:00
pi_982842372,1122,Student,18.04,0.93,0.9,0.0,17.11,CAD,captured,0,,2025-05-15T11:56:00
pi_136351423,1122,General,23.64,1.13,1.18,3.55,18.96,CAD,captured,0,,2025-05-12T23:37:00
pi_649925145,1122,General,24.82,1.17,1.24,0.0,23.65,CAD,captured,0,,2025-05-10T02:09:00
pi_514785427,1122,VIP,60.51,2.42,3.03,0.0,58.09,CAD,captured,0,,2025-05-21T13:56:00
pi_439378404,1122,General,0.0,0.0,0.0,0.0,-24.27,CAD,refunded,1,pi_982441374,2025-05-05T17:32:00
pi_571162523,1122,VIP,58.02,2.33,2.9,0.0,55.69,CAD,captured,0,,2025-05-21T08:25:00
pi_807648305,1122,VIP,58.88,2.36,2.94,0.0,56.52,CAD,captured,0,,2025-05-13T14:33:00
pi_918518063,1122,Student,10.94,0.68,0.55,0.0,10.26,CAD,captured,0,,2025-05-07T03:49:00
pi_239649941,1122,General,20.59,1.02,1.03,0.0,19.57,CAD,captured,0,,2025-05-24T09:07:00
pi_245258561,1122,Student,13.68,0.78,0.68,0.0,12.9,CAD,captured,0,,2025-05-18T01:00:00
pi_822583285,1122,VIP,62.66,2.49,3.13,0.0,60.17,CAD,captured,0,,2025-05-16T14:45:00
pi_265666586,1122,Senior,18.54,0.95,0.93,0.0,17.59,CAD,captured,0,,2025-05-21T16:14:00
pi_779178517,1122,VIP,60.4,2.41,3.02,9.06,48.93,CAD,captured,0,,2025-05-06T21:24:00
pi_336066099,1122,Student,15.62,0.85,0.78,2.34,12.43,CAD,captured,0,,2025-05-14T03:04:00
pi_654130953,1122,Senior,18.29,0.94,0.91,2.74,14.61,CAD,captured,0,,2025-05-12T22:13:00
pi_391522045,1122,General,25.67,1.2,1.28,0.0,24.47,CAD,captured,0,,2025-05-09T01:12:00
pi_808287128,1122,VIP,59.43,2.38,2.97,0.0,57.05,CAD,captured,0,,2025-05-11T19:47:00
pi_777444561,1122,General,24.03,1.14,1.2,0.0,22.89,CAD,captured,0,,2025-05-08T05:23:00
pi_617402090,1122,General,25.02,1.18,1.25,0.0,23.84,CAD,captured,0,,2025-05-21T21:06:00
pi_102394701,1122,General,25.58,1.2,1.28,0.0,24.38,CAD,captured,0,,2025-05-09T09:46:00
pi_405655390,1122,Student,19.13,0.97,0.96,0.0,18.16,CAD,captured,0,,2025-05-12T05:39:00
pi_813637694,1122,General,25.65,1.2,1.28,0.0,24.45,CAD,captured,0,,2025-05-18T22:51:00
pi_626478853,1122,Student,13.37,0.77,0.67,0.0,12.6,CAD,captured,0,,2025-05-18T03:43:00
pi_880604355,1122,General,24.03,1.14,1.2,0.0,22.89,CAD,captured,0,,2025-05-19T11:57:00
pi_866380773,1122,VIP,57.2,2.3,2.86,0.0,54.9,CAD,captured,0,,2025-05-16T18:15:00
pi_776381033,1122,General,26.19,1.22,1.31,0.0,24.97,CAD,captured,0,,2025-05-19T22:21:00
pi_426280473,1122,VIP,0.0,0.0,0.0,0.0,-48.54,CAD,refunded,1,pi_249778365,2025-05-08T15:49:00
pi_658912716,1122,Senior,19.94,1.0,1.0,2.99,15.95,CAD,captured,0,,2025-05-17T21:50:00
pi_370764555,1122,General,27.99,1.28,1.4,0.0,26.71,CAD,captured,0,,2025-05-15T04:43:00
pi_385948467,1122,Senior,19.65,0.99,0.98,2.95,15.71,CAD,captured,0,,2025-05-18T05:58:00
pi_859482409,1122,General,26.34,1.22,1.32,0.0,25.12,CAD,captured,0,,2025-05-23T02:05:00
pi_577732552,1122,Student,14.69,0.81,0.73,0.0,13.88,CAD,captured,0,,2025-05-08T07:26:00
pi_587968074,1122,Senior,16.71,0.88,0.84,0.0,15.83,CAD,captured,0,,2025-05-16T03:37:00
pi_208187370,1122,Student,14.31,0.8,0.72,0.0,13.51,CAD,captured,0,,2025-05-11T20:16:00
pi_533557036,1122,General,24.67,1.16,1.23,0.0,23.51,CAD,captured,0,,2025-05-11T21:25:00
pi_526050341,1122,General,23.88,1.14,1.19,0.0,22.74,CAD,captured,0,,2025-05-11T08:31:00
pi_412113886,1122,General,23.71,1.13,1.19,0.0,22.58,CAD,captured,0,,2025-05-17T18:18:00
pi_257800503,1122,General,25.85,1.2,1.29,0.0,24.65,CAD,captured,0,,2025-05-21T14:37:00
pi_921188693,1122,Student,13.02,0.76,0.65,0.0,12.26,CAD,captured,0,,2025-05-08T06:17:00
pi_502830516,1122,Senior,19.37,0.98,0.97,0.0,18.39,CAD,captured,0,,2025-05-21T22:46:00
pi_569650067,1123,General,28.18,1.29,1.41,4.23,22.66,CAD,captured,0,,2025-05-24T15:17:00
pi_294409818,1123,General,21.55,1.05,1.08,3.23,17.27,CAD,captured,0,,2025-05-23T17:39:00
pi_375703789,1123,Senior,16.82,0.89,0.84,2.52,13.41,CAD,captured,0,,2025-05-16T17:54:00
pi_785482632,1123,VIP,60.15,2.41,3.01,0.0,57.74,CAD,captured,0,,2025-05-15T05:58:00
pi_271517664,1123,Student,15.64,0.85,0.78,0.0,14.79,CAD,captured,0,,2025-05-12T09:27:00
pi_405205061,1123,Senior,20.01,1.0,1.0,0.0,19.01,CAD,captured,0,,2025-05-09T03:43:00
pi_347889243,1123,Student,11.53,0.7,0.58,0.0,10.83,CAD,captured,0,,2025-05-15T13:49:00
pi_493110175,1123,Student,12.52,0.74,0.63,0.0,11.78,CAD,captured,0,,2025-05-06T21:25:00
pi_428510175,1123,Senior,12.43,0.73,0.62,1.86,9.84,CAD,captured,0,,2025-05-23T10:37:00
pi_242642898,1123,General,0.0,0.0,0.0,0.0,-21.32,CAD,refunded,1,pi_680693436,2025-05-07T07:49:00
pi_507632277,1123,General,24.97,1.17,1.25,0.0,23.8,CAD,captured,0,,2025-05-25T16:46:00
pi_184024212,1123,Student,13.82,0.78,0.69,0.0,13.04,CAD,captured,0,,2025-05-06T23:02:00
pi_589018517,1123,General,24.44,1.16,1.22,0.0,23.28,CAD,captured,0,,2025-05-25T03:58:00
pi_368943040,1123,General,23.3,1.12,1.16,0.0,22.18,CAD,captured,0,,2025-05-17T07:44:00
pi_316714934,1123,Senior,17.79,0.92,0.89,2.67,14.2,CAD,captured,0,,2025-05-21T09:33:00
